data year,full lengths,group_id,site_code,Full_ID,Mode
2017,193,5,79,2017_06_25_079_34_01_05,D
2017,219,5,79,2017_06_25_079_34_01_05,D
2017,174,6,79,2017_06_25_079_34_01_06,R
2017,184,6,79,2017_06_25_079_34_01_06,R
2017,186,6,79,2017_06_25_079_34_01_06,R
2017,186,6,79,2017_06_25_079_34_01_06,R
2017,188,6,79,2017_06_25_079_34_01_06,R
2017,189,6,79,2017_06_25_079_34_01_06,R
2017,195,6,79,2017_06_25_079_34_01_06,R
2017,197,6,79,2017_06_25_079_34_01_06,R
2017,203,6,79,2017_06_25_079_34_01_06,R
2017,208,6,79,2017_06_25_079_34_01_06,R
2017,209,6,79,2017_06_25_079_34_01_06,R
2017,210,6,79,2017_06_25_079_34_01_06,R
2017,212,6,79,2017_06_25_079_34_01_06,R
2017,220,6,79,2017_06_25_079_34_01_06,R
2017,186,7,79,2017_06_25_079_34_01_07,R
2017,196,7,79,2017_06_25_079_34_01_07,R
2017,196,7,79,2017_06_25_079_34_01_07,R
2017,200,7,79,2017_06_25_079_34_01_07,R
2017,201,7,79,2017_06_25_079_34_01_07,R
2017,207,7,79,2017_06_25_079_34_01_07,R
2017,188,8,79,2017_06_25_079_34_01_08,R
2017,189,8,79,2017_06_25_079_34_01_08,R
2017,189,8,79,2017_06_25_079_34_01_08,R
2017,190,8,79,2017_06_25_079_34_01_08,R
2017,194,8,79,2017_06_25_079_34_01_08,R
2017,198,8,79,2017_06_25_079_34_01_08,R
2017,198,8,79,2017_06_25_079_34_01_08,R
2017,200,8,79,2017_06_25_079_34_01_08,R
2017,204,8,79,2017_06_25_079_34_01_08,R
2017,204,8,79,2017_06_25_079_34_01_08,R
2017,205,8,79,2017_06_25_079_34_01_08,R
2017,209,8,79,2017_06_25_079_34_01_08,R
2017,186,9,79,2017_06_25_079_34_01_09,R
2017,194,9,79,2017_06_25_079_34_01_09,R
2017,194,9,79,2017_06_25_079_34_01_09,R
2017,208,9,79,2017_06_25_079_34_01_09,R
2017,209,9,79,2017_06_25_079_34_01_09,R
2017,212,9,79,2017_06_25_079_34_01_09,R
2017,212,9,79,2017_06_25_079_34_01_09,R
2017,184,10,79,2017_06_25_079_34_01_10,R
2017,186,10,79,2017_06_25_079_34_01_10,R
2017,192,10,79,2017_06_25_079_34_01_10,R
2017,197,10,79,2017_06_25_079_34_01_10,R
2017,200,10,79,2017_06_25_079_34_01_10,R
2017,206,10,79,2017_06_25_079_34_01_10,R
2017,205,11,79,2017_06_25_079_34_01_11,R
2017,209,11,79,2017_06_25_079_34_01_11,R
2017,210,11,79,2017_06_25_079_34_01_11,R
2017,210,11,79,2017_06_25_079_34_01_11,R
2017,223,11,79,2017_06_25_079_34_01_11,R
2017,240,11,79,2017_06_25_079_34_01_11,R
2017,204,12,79,2017_06_25_079_34_01_12,R
2017,204,12,79,2017_06_25_079_34_01_12,R
2017,216,12,79,2017_06_25_079_34_01_12,R
2017,216,12,79,2017_06_25_079_34_01_12,R
2017,217,12,79,2017_06_25_079_34_01_12,R
2017,218,12,79,2017_06_25_079_34_01_12,R
2017,218,12,79,2017_06_25_079_34_01_12,R
2017,225,12,79,2017_06_25_079_34_01_12,R
2017,225,12,79,2017_06_25_079_34_01_12,R
2017,186,13,79,2017_06_25_079_34_01_13,R
2017,186,13,79,2017_06_25_079_34_01_13,R
2017,192,13,79,2017_06_25_079_34_01_13,R
2017,194,13,79,2017_06_25_079_34_01_13,R
2017,195,13,79,2017_06_25_079_34_01_13,R
2017,195,13,79,2017_06_25_079_34_01_13,R
2017,195,13,79,2017_06_25_079_34_01_13,R
2017,196,13,79,2017_06_25_079_34_01_13,R
2017,197,13,79,2017_06_25_079_34_01_13,R
2017,198,13,79,2017_06_25_079_34_01_13,R
2017,199,13,79,2017_06_25_079_34_01_13,R
2017,199,13,79,2017_06_25_079_34_01_13,R
2017,202,13,79,2017_06_25_079_34_01_13,R
2017,202,13,79,2017_06_25_079_34_01_13,R
2017,202,13,79,2017_06_25_079_34_01_13,R
2017,208,13,79,2017_06_25_079_34_01_13,R
2017,212,13,79,2017_06_25_079_34_01_13,R
2017,218,13,79,2017_06_25_079_34_01_13,R
2017,200,14,79,2017_06_25_079_34_01_14,R
2017,202,14,79,2017_06_25_079_34_01_14,R
2017,204,14,79,2017_06_25_079_34_01_14,R
2017,214,14,79,2017_06_25_079_34_01_14,R
2017,188,15,79,2017_06_25_079_34_01_15,R
2017,195,15,79,2017_06_25_079_34_01_15,R
2017,200,15,79,2017_06_25_079_34_01_15,R
2017,206,15,79,2017_06_25_079_34_01_15,R
2017,206,15,79,2017_06_25_079_34_01_15,R
2017,222,15,79,2017_06_25_079_34_01_15,R
2017,204,16,79,2017_06_25_079_34_01_16,R
2017,205,16,79,2017_06_25_079_34_01_16,R
2017,207,16,79,2017_06_25_079_34_01_16,R
2017,209,16,79,2017_06_25_079_34_01_16,R
2017,215,16,79,2017_06_25_079_34_01_16,R
2017,222,16,79,2017_06_25_079_34_01_16,R
2017,190,17,79,2017_06_25_079_34_01_17,R
2017,190,17,79,2017_06_25_079_34_01_17,R
2017,197,17,79,2017_06_25_079_34_01_17,R
2017,182,18,79,2017_06_25_079_34_01_18,R
2017,187,18,79,2017_06_25_079_34_01_18,R
2017,192,18,79,2017_06_25_079_34_01_18,R
2017,194,19,79,2017_06_25_079_34_01_19,D
2017,195,19,79,2017_06_25_079_34_01_19,D
2017,196,19,79,2017_06_25_079_34_01_19,D
2017,200,19,79,2017_06_25_079_34_01_19,D
2017,200,19,79,2017_06_25_079_34_01_19,D
2017,206,19,79,2017_06_25_079_34_01_19,D
2017,212,19,79,2017_06_25_079_34_01_19,D
2017,212,19,79,2017_06_25_079_34_01_19,D
2017,218,19,79,2017_06_25_079_34_01_19,D
2017,190,20,79,2017_06_25_079_34_01_20,R
2017,192,20,79,2017_06_25_079_34_01_20,R
2017,192,20,79,2017_06_25_079_34_01_20,R
2017,196,20,79,2017_06_25_079_34_01_20,R
2017,214,20,79,2017_06_25_079_34_01_20,R
2017,206,20,79,2017_06_25_079_34_01_20,R
2017,188,21,79,2017_06_25_079_34_01_21,D
2017,200,21,79,2017_06_25_079_34_01_21,D
2017,202,21,79,2017_06_25_079_34_01_21,D
2017,202,21,79,2017_06_25_079_34_01_21,D
2017,204,21,79,2017_06_25_079_34_01_21,D
2017,207,21,79,2017_06_25_079_34_01_21,D
2017,207,21,79,2017_06_25_079_34_01_21,D
2017,209,21,79,2017_06_25_079_34_01_21,D
2017,210,21,79,2017_06_25_079_34_01_21,D
2017,216,21,79,2017_06_25_079_34_01_21,D
2017,219,21,79,2017_06_25_079_34_01_21,D
2017,243,21,79,2017_06_25_079_34_01_21,D
2017,180,22,79,2017_06_25_079_34_01_22,R
2017,184,22,79,2017_06_25_079_34_01_22,R
2017,187,22,79,2017_06_25_079_34_01_22,R
2017,184,23,79,2017_06_25_079_34_01_23,R
2017,191,23,79,2017_06_25_079_34_01_23,R
2017,198,23,79,2017_06_25_079_34_01_23,R
2017,201,23,79,2017_06_25_079_34_01_23,R
2017,204,23,79,2017_06_25_079_34_01_23,R
2017,207,23,79,2017_06_25_079_34_01_23,R
2017,207,23,79,2017_06_25_079_34_01_23,R
2017,208,23,79,2017_06_25_079_34_01_23,R
2017,224,23,79,2017_06_25_079_34_01_23,R
2017,180,24,79,2017_06_25_079_34_01_24,R
2017,182,24,79,2017_06_25_079_34_01_24,R
2017,185,24,79,2017_06_25_079_34_01_24,R
2017,185,24,79,2017_06_25_079_34_01_24,R
2017,188,24,79,2017_06_25_079_34_01_24,R
2017,197,24,79,2017_06_25_079_34_01_24,R
2017,183,1,79,2017_06_25_079_34_02_01,R
2017,189,1,79,2017_06_25_079_34_02_01,R
2017,191,1,79,2017_06_25_079_34_02_01,R
2017,192,1,79,2017_06_25_079_34_02_01,R
2017,199,1,79,2017_06_25_079_34_02_01,R
2017,180,2,79,2017_06_25_079_34_02_02,R
2017,183,2,79,2017_06_25_079_34_02_02,R
2017,184,2,79,2017_06_25_079_34_02_02,R
2017,187,2,79,2017_06_25_079_34_02_02,R
2017,189,3,79,2017_06_25_079_34_02_03,R
2017,200,3,79,2017_06_25_079_34_02_03,R
2017,202,3,79,2017_06_25_079_34_02_03,R
2017,205,3,79,2017_06_25_079_34_02_03,R
2017,205,3,79,2017_06_25_079_34_02_03,R
2017,206,3,79,2017_06_25_079_34_02_03,R
2017,207,3,79,2017_06_25_079_34_02_03,R
2017,210,3,79,2017_06_25_079_34_02_03,R
2017,212,3,79,2017_06_25_079_34_02_03,R
2017,200,1,79,2017_06_26_079_35_01_01,R
2017,201,1,79,2017_06_26_079_35_01_01,R
2017,210,1,79,2017_06_26_079_35_01_01,R
2017,182,2,79,2017_06_26_079_35_01_02,R
2017,186,2,79,2017_06_26_079_35_01_02,R
2017,193,2,79,2017_06_26_079_35_01_02,R
2017,196,2,79,2017_06_26_079_35_01_02,R
2017,198,2,79,2017_06_26_079_35_01_02,R
2017,204,2,79,2017_06_26_079_35_01_02,R
2017,190,3,79,2017_06_26_079_35_01_03,D
2017,195,3,79,2017_06_26_079_35_01_03,D
2017,200,3,79,2017_06_26_079_35_01_03,D
2017,201,3,79,2017_06_26_079_35_01_03,D
2017,205,3,79,2017_06_26_079_35_01_03,D
2017,215,3,79,2017_06_26_079_35_01_03,D
2017,183,4,79,2017_06_26_079_35_01_04,R
2017,184,4,79,2017_06_26_079_35_01_04,R
2017,187,4,79,2017_06_26_079_35_01_04,R
2017,192,4,79,2017_06_26_079_35_01_04,R
2017,193,4,79,2017_06_26_079_35_01_04,R
2017,190,1,114,2017_05_28_114_09_01_01,D
2017,190,1,114,2017_05_28_114_09_01_01,D
2017,194,1,114,2017_05_28_114_09_01_01,D
2017,198,1,114,2017_05_28_114_09_01_01,D
2017,200,1,114,2017_05_28_114_09_01_01,D
2017,202,1,114,2017_05_28_114_09_01_01,D
2017,209,1,114,2017_05_28_114_09_01_01,D
2017,216,1,114,2017_05_28_114_09_01_01,D
2017,220,1,114,2017_05_28_114_09_01_01,D
2017,184,2,114,2017_05_28_114_09_01_02,R
2017,187,2,114,2017_05_28_114_09_01_02,R
2017,187,2,114,2017_05_28_114_09_01_02,R
2017,191,2,114,2017_05_28_114_09_01_02,R
2017,197,2,114,2017_05_28_114_09_01_02,R
2017,200,2,114,2017_05_28_114_09_01_02,R
2017,190,3,114,2017_05_28_114_09_01_03,D
2017,192,3,114,2017_05_28_114_09_01_03,D
2017,197,3,114,2017_05_28_114_09_01_03,D
2017,203,3,114,2017_05_28_114_09_01_03,D
2017,204,3,114,2017_05_28_114_09_01_03,D
2017,205,3,114,2017_05_28_114_09_01_03,D
2017,207,3,114,2017_05_28_114_09_01_03,D
2017,213,3,114,2017_05_28_114_09_01_03,D
2017,213,3,114,2017_05_28_114_09_01_03,D
2017,214,3,114,2017_05_28_114_09_01_03,D
2017,215,3,114,2017_05_28_114_09_01_03,D
2017,221,3,114,2017_05_28_114_09_01_03,D
2017,207,4,114,2017_05_28_114_09_01_04,D
2017,212,4,114,2017_05_28_114_09_01_04,D
2017,212,4,114,2017_05_28_114_09_01_04,D
2017,213,4,114,2017_05_28_114_09_01_04,D
2017,215,4,114,2017_05_28_114_09_01_04,D
2017,218,4,114,2017_05_28_114_09_01_04,D
2017,193,5,114,2017_05_28_114_09_01_05,R
2017,202,5,114,2017_05_28_114_09_01_05,R
2017,205,5,114,2017_05_28_114_09_01_05,R
2017,210,5,114,2017_05_28_114_09_01_05,R
2017,220,5,114,2017_05_28_114_09_01_05,R
2017,220,5,114,2017_05_28_114_09_01_05,R
2017,200,6,114,2017_05_28_114_09_01_06,D
2017,202,6,114,2017_05_28_114_09_01_06,D
2017,203,6,114,2017_05_28_114_09_01_06,D
2017,210,6,114,2017_05_28_114_09_01_06,D
2017,210,6,114,2017_05_28_114_09_01_06,D
2017,212,6,114,2017_05_28_114_09_01_06,D
2017,216,6,114,2017_05_28_114_09_01_06,D
2017,217,6,114,2017_05_28_114_09_01_06,D
2017,216,6,114,2017_05_28_114_09_01_06,D
2017,190,7,114,2017_05_28_114_09_01_07,R
2017,192,7,114,2017_05_28_114_09_01_07,R
2017,192,7,114,2017_05_28_114_09_01_07,R
2017,179,8,114,2017_05_28_114_09_01_08,D
2017,185,8,114,2017_05_28_114_09_01_08,D
2017,188,8,114,2017_05_28_114_09_01_08,D
2017,189,8,114,2017_05_28_114_09_01_08,D
2017,192,8,114,2017_05_28_114_09_01_08,D
2017,198,8,114,2017_05_28_114_09_01_08,D
2017,186,9,114,2017_05_28_114_09_01_09,R
2017,188,9,114,2017_05_28_114_09_01_09,R
2017,190,9,114,2017_05_28_114_09_01_09,R
2017,194,9,114,2017_05_28_114_09_01_09,R
2017,196,9,114,2017_05_28_114_09_01_09,R
2017,197,9,114,2017_05_28_114_09_01_09,R
2017,200,9,114,2017_05_28_114_09_01_09,R
2017,202,9,114,2017_05_28_114_09_01_09,R
2017,207,9,114,2017_05_28_114_09_01_09,R
2017,211,9,114,2017_05_28_114_09_01_09,R
2017,211,9,114,2017_05_28_114_09_01_09,R
2017,214,9,114,2017_05_28_114_09_01_09,R
2017,196,10,114,2017_05_28_114_09_01_10,D
2017,198,10,114,2017_05_28_114_09_01_10,D
2017,199,10,114,2017_05_28_114_09_01_10,D
2017,200,10,114,2017_05_28_114_09_01_10,D
2017,203,10,114,2017_05_28_114_09_01_10,D
2017,204,10,114,2017_05_28_114_09_01_10,D
2017,213,10,114,2017_05_28_114_09_01_10,D
2017,215,10,114,2017_05_28_114_09_01_10,D
2017,218,10,114,2017_05_28_114_09_01_10,D
2017,199,11,114,2017_05_28_114_09_01_11,R
2017,190,11,114,2017_05_28_114_09_01_11,R
2017,191,11,114,2017_05_28_114_09_01_11,R
2017,198,11,114,2017_05_28_114_09_01_11,R
2017,201,11,114,2017_05_28_114_09_01_11,R
2017,210,11,114,2017_05_28_114_09_01_11,R
2017,190,12,114,2017_05_28_114_09_01_12,D
2017,196,12,114,2017_05_28_114_09_01_12,D
2017,203,12,114,2017_05_28_114_09_01_12,D
2017,200,13,114,2017_05_28_114_09_01_13,D
2017,204,13,114,2017_05_28_114_09_01_13,D
2017,208,13,114,2017_05_28_114_09_01_13,D
2017,176,14,114,2017_05_28_114_09_01_14,D
2017,182,14,114,2017_05_28_114_09_01_14,D
2017,186,14,114,2017_05_28_114_09_01_14,D
2017,188,14,114,2017_05_28_114_09_01_14,D
2017,196,14,114,2017_05_28_114_09_01_14,D
2017,197,14,114,2017_05_28_114_09_01_14,D
2017,190,15,114,2017_05_28_114_09_01_15,D
2017,195,15,114,2017_05_28_114_09_01_15,D
2017,201,15,114,2017_05_28_114_09_01_15,D
2017,209,15,114,2017_05_28_114_09_01_15,D
2017,212,15,114,2017_05_28_114_09_01_15,D
2017,215,15,114,2017_05_28_114_09_01_15,D
2017,182,16,114,2017_05_28_114_09_01_16,D
2017,191,16,114,2017_05_28_114_09_01_16,D
2017,192,16,114,2017_05_28_114_09_01_16,D
2017,197,16,114,2017_05_28_114_09_01_16,D
2017,200,16,114,2017_05_28_114_09_01_16,D
2017,204,16,114,2017_05_28_114_09_01_16,D
2017,188,17,114,2017_05_28_114_09_01_16,R
2017,201,17,114,2017_05_28_114_09_01_17,R
2017,210,17,114,2017_05_28_114_09_01_17,R
2017,193,18,114,2017_05_28_114_09_01_18,D
2017,193,18,114,2017_05_28_114_09_01_18,D
2017,200,18,114,2017_05_28_114_09_01_18,D
2017,198,19,114,2017_05_28_114_09_01_19,R
2017,200,19,114,2017_05_28_114_09_01_19,R
2017,211,19,114,2017_05_28_114_09_01_19,R
2017,193,20,114,2017_05_28_114_09_01_20,D
2017,198,20,114,2017_05_28_114_09_01_20,D
2017,200,20,114,2017_05_28_114_09_01_20,D
2017,193,21,114,2017_05_28_114_09_01_21,R
2017,197,21,114,2017_05_28_114_09_01_21,R
2017,202,21,114,2017_05_28_114_09_01_21,R
2017,180,22,114,2017_05_28_114_09_01_22,D
2017,185,22,114,2017_05_28_114_09_01_22,D
2017,185,22,114,2017_05_28_114_09_01_22,D
2017,187,22,114,2017_05_28_114_09_01_22,D
2017,189,22,114,2017_05_28_114_09_01_22,D
2017,190,22,114,2017_05_28_114_09_01_22,D
2017,191,22,114,2017_05_28_114_09_01_22,D
2017,193,22,114,2017_05_28_114_09_01_22,D
2017,194,22,114,2017_05_28_114_09_01_22,D
2017,194,22,114,2017_05_28_114_09_01_22,D
2017,208,22,114,2017_05_28_114_09_01_22,D
2017,180,23,114,2017_05_28_114_09_01_23,R
2017,185,23,114,2017_05_28_114_09_01_23,R
2017,185,23,114,2017_05_28_114_09_01_23,R
2017,193,23,114,2017_05_28_114_09_01_23,R
2017,193,23,114,2017_05_28_114_09_01_23,R
2017,196,23,114,2017_05_28_114_09_01_23,R
2017,197,23,114,2017_05_28_114_09_01_23,R
2017,200,23,114,2017_05_28_114_09_01_23,R
2017,200,23,114,2017_05_28_114_09_01_23,R
2017,205,23,114,2017_05_28_114_09_01_23,R
2017,208,23,114,2017_05_28_114_09_01_23,R
2017,189,24,114,2017_05_28_114_09_01_24,R
2017,192,24,114,2017_05_28_114_09_01_24,R
2017,194,24,114,2017_05_28_114_09_01_24,R
2017,195,24,114,2017_05_28_114_09_01_24,R
2017,208,24,114,2017_05_28_114_09_01_24,R
2017,209,24,114,2017_05_28_114_09_01_24,R
2017,195,1,114,2017_05_28_114_09_02_01,D
2017,206,1,114,2017_05_28_114_09_02_01,D
2017,210,1,114,2017_05_28_114_09_02_01,D
2017,183,2,114,2017_05_28_114_09_02_02,R
2017,188,2,114,2017_05_28_114_09_02_02,R
2017,198,2,114,2017_05_28_114_09_02_02,R
2017,190,2,114,2017_05_28_114_09_02_02,R
2017,196,2,114,2017_05_28_114_09_02_02,R
2017,198,2,114,2017_05_28_114_09_02_02,R
2017,201,2,114,2017_05_28_114_09_02_02,R
2017,204,2,114,2017_05_28_114_09_02_02,R
2017,207,2,114,2017_05_28_114_09_02_02,R
2017,183,3,114,2017_05_28_114_09_02_03,D
2017,186,3,114,2017_05_28_114_09_02_03,D
2017,189,3,114,2017_05_28_114_09_02_03,D
2017,190,3,114,2017_05_28_114_09_02_03,D
2017,191,3,114,2017_05_28_114_09_02_03,D
2017,191,3,114,2017_05_28_114_09_02_03,D
2017,191,3,114,2017_05_28_114_09_02_03,D
2017,196,3,114,2017_05_28_114_09_02_03,D
2017,197,3,114,2017_05_28_114_09_02_03,D
2017,197,3,114,2017_05_28_114_09_02_03,D
2017,198,3,114,2017_05_28_114_09_02_03,D
2017,200,3,114,2017_05_28_114_09_02_03,D
2017,179,4,114,2017_05_28_114_09_02_04,D
2017,185,4,114,2017_05_28_114_09_02_04,D
2017,190,4,114,2017_05_28_114_09_02_04,D
2017,191,4,114,2017_05_28_114_09_02_04,D
2017,197,4,114,2017_05_28_114_09_02_04,D
2017,207,4,114,2017_05_28_114_09_02_04,D
2017,189,5,114,2017_05_28_114_09_02_05,D
2017,190,5,114,2017_05_28_114_09_02_05,D
2017,195,5,114,2017_05_28_114_09_02_05,D
2017,195,5,114,2017_05_28_114_09_02_05,D
2017,197,5,114,2017_05_28_114_09_02_05,D
2017,218,5,114,2017_05_28_114_09_02_05,D
2017,193,6,114,2017_05_28_114_09_02_06,D
2017,198,6,114,2017_05_28_114_09_02_06,D
2017,200,6,114,2017_05_28_114_09_02_06,D
2017,209,6,114,2017_05_28_114_09_02_06,D
2017,210,6,114,2017_05_28_114_09_02_06,D
2017,213,7,114,2017_05_28_114_09_02_07,D
2017,217,7,114,2017_05_28_114_09_02_07,D
2017,195,8,114,2017_05_28_114_09_02_08,D
2017,205,8,114,2017_05_28_114_09_02_08,D
2017,212,8,114,2017_05_28_114_09_02_08,D
2017,213,8,114,2017_05_28_114_09_02_08,D
2017,214,8,114,2017_05_28_114_09_02_08,D
2017,218,8,114,2017_05_28_114_09_02_08,D
2017,214,9,114,2017_05_28_114_09_02_09,D
2017,214,9,114,2017_05_28_114_09_02_09,D
2017,221,9,114,2017_05_28_114_09_02_09,D
2017,180,10,114,2017_05_28_114_09_02_10,D
2017,180,10,114,2017_05_28_114_09_02_10,D
2017,195,10,114,2017_05_28_114_09_02_10,D
2017,201,10,114,2017_05_28_114_09_02_10,D
2017,209,10,114,2017_05_28_114_09_02_10,D
2017,221,10,114,2017_05_28_114_09_02_10,D
2017,200,1,114,2017_05_29_114_10_01_01,R
2017,202,1,114,2017_05_29_114_10_01_01,R
2017,216,1,114,2017_05_29_114_10_01_01,R
2017,189,2,114,2017_05_29_114_10_01_02,D
2017,197,2,114,2017_05_29_114_10_01_02,D
2017,201,2,114,2017_05_29_114_10_01_02,D
2017,182,3,114,2017_05_29_114_10_01_03,R
2017,184,3,114,2017_05_29_114_10_01_03,R
2017,185,3,114,2017_05_29_114_10_01_03,R
2017,187,3,114,2017_05_29_114_10_01_03,R
2017,188,3,114,2017_05_29_114_10_01_03,R
2017,192,3,114,2017_05_29_114_10_01_03,R
2017,194,3,114,2017_05_29_114_10_01_03,R
2017,194,3,114,2017_05_29_114_10_01_03,R
2017,194,3,114,2017_05_29_114_10_01_03,R
2017,195,3,114,2017_05_29_114_10_01_03,R
2017,195,3,114,2017_05_29_114_10_01_03,R
2017,195,3,114,2017_05_29_114_10_01_03,R
2017,196,3,114,2017_05_29_114_10_01_03,R
2017,200,3,114,2017_05_29_114_10_01_03,R
2017,200,3,114,2017_05_29_114_10_01_03,R
2017,202,3,114,2017_05_29_114_10_01_03,R
2017,205,3,114,2017_05_29_114_10_01_03,R
2017,205,3,114,2017_05_29_114_10_01_03,R
2017,188,4,114,2017_05_29_114_10_01_04,D
2017,195,4,114,2017_05_29_114_10_01_04,D
2017,195,4,114,2017_05_29_114_10_01_04,D
2017,196,4,114,2017_05_29_114_10_01_04,D
2017,197,4,114,2017_05_29_114_10_01_04,D
2017,199,4,114,2017_05_29_114_10_01_04,D
2017,199,4,114,2017_05_29_114_10_01_04,D
2017,200,4,114,2017_05_29_114_10_01_04,D
2017,202,4,114,2017_05_29_114_10_01_04,D
2017,207,4,114,2017_05_29_114_10_01_04,D
2017,211,4,114,2017_05_29_114_10_01_04,D
2017,212,4,114,2017_05_29_114_10_01_04,D
2017,182,5,114,2017_05_29_114_10_01_05,D
2017,185,5,114,2017_05_29_114_10_01_05,D
2017,208,5,114,2017_05_29_114_10_01_05,D
2017,184,6,114,2017_05_29_114_10_01_06,R
2017,189,6,114,2017_05_29_114_10_01_06,R
2017,194,6,114,2017_05_29_114_10_01_06,R
2017,188,7,114,2017_05_29_114_10_01_07,D
2017,190,7,114,2017_05_29_114_10_01_07,D
2017,195,7,114,2017_05_29_114_10_01_07,D
2017,198,7,114,2017_05_29_114_10_01_07,D
2017,199,7,114,2017_05_29_114_10_01_07,D
2017,201,7,114,2017_05_29_114_10_01_07,D
2017,202,7,114,2017_05_29_114_10_01_07,D
2017,204,7,114,2017_05_29_114_10_01_07,D
2017,206,7,114,2017_05_29_114_10_01_07,D
2017,208,7,114,2017_05_29_114_10_01_07,D
2017,212,7,114,2017_05_29_114_10_01_07,D
2017,183,8,114,2017_05_29_114_10_01_08,R
2017,184,8,114,2017_05_29_114_10_01_08,R
2017,188,8,114,2017_05_29_114_10_01_08,R
2017,203,8,114,2017_05_29_114_10_01_08,R
2017,185,9,114,2017_05_29_114_10_01_09,R
2017,189,9,114,2017_05_29_114_10_01_09,R
2017,201,9,114,2017_05_29_114_10_01_09,R
2017,190,10,114,2017_05_29_114_10_01_10,D
2017,194,10,114,2017_05_29_114_10_01_10,D
2017,196,10,114,2017_05_29_114_10_01_10,D
2017,188,11,114,2017_05_29_114_10_01_11,R
2017,188,11,114,2017_05_29_114_10_01_11,R
2017,190,11,114,2017_05_29_114_10_01_11,R
2017,192,11,114,2017_05_29_114_10_01_11,R
2017,198,11,114,2017_05_29_114_10_01_11,R
2017,200,11,114,2017_05_29_114_10_01_11,R
2017,204,11,114,2017_05_29_114_10_01_11,R
2017,217,11,114,2017_05_29_114_10_01_11,R
2017,225,11,114,2017_05_29_114_10_01_11,R
2017,200,12,114,2017_05_29_114_10_01_12,R
2017,201,12,114,2017_05_29_114_10_01_12,R
2017,211,12,114,2017_05_29_114_10_01_12,R
2017,183,13,114,2017_05_29_114_10_01_13,R
2017,197,13,114,2017_05_29_114_10_01_13,R
2017,198,13,114,2017_05_29_114_10_01_13,R
2017,190,14,114,2017_05_29_114_10_01_14,D
2017,194,14,114,2017_05_29_114_10_01_14,D
2017,195,14,114,2017_05_29_114_10_01_14,D
2017,198,14,114,2017_05_29_114_10_01_14,D
2017,200,14,114,2017_05_29_114_10_01_14,D
2017,203,14,114,2017_05_29_114_10_01_14,D
2017,181,15,114,2017_05_29_114_10_01_15,R
2017,183,15,114,2017_05_29_114_10_01_15,R
2017,184,15,114,2017_05_29_114_10_01_15,R
2017,185,15,114,2017_05_29_114_10_01_15,R
2017,186,15,114,2017_05_29_114_10_01_15,R
2017,186,15,114,2017_05_29_114_10_01_15,R
2017,188,15,114,2017_05_29_114_10_01_15,R
2017,190,15,114,2017_05_29_114_10_01_15,R
2017,190,15,114,2017_05_29_114_10_01_15,R
2017,190,15,114,2017_05_29_114_10_01_15,R
2017,191,15,114,2017_05_29_114_10_01_15,R
2017,192,15,114,2017_05_29_114_10_01_15,R
2017,193,15,114,2017_05_29_114_10_01_15,R
2017,199,15,114,2017_05_29_114_10_01_15,R
2017,199,15,114,2017_05_29_114_10_01_15,R
2017,202,15,114,2017_05_29_114_10_01_15,R
2017,207,15,114,2017_05_29_114_10_01_15,R
2017,182,16,114,2017_05_29_114_10_01_16,R
2017,189,16,114,2017_05_29_114_10_01_16,R
2017,189,16,114,2017_05_29_114_10_01_16,R
2017,190,16,114,2017_05_29_114_10_01_16,R
2017,190,16,114,2017_05_29_114_10_01_16,R
2017,198,16,114,2017_05_29_114_10_01_16,R
2017,205,16,114,2017_05_29_114_10_01_16,R
2017,209,16,114,2017_05_29_114_10_01_16,R
2017,198,17,114,2017_05_29_114_10_01_17,D
2017,205,17,114,2017_05_29_114_10_01_17,D
2017,206,17,114,2017_05_29_114_10_01_17,D
2017,177,18,114,2017_05_29_114_10_01_18,R
2017,180,18,114,2017_05_29_114_10_01_18,R
2017,180,18,114,2017_05_29_114_10_01_18,R
2017,181,18,114,2017_05_29_114_10_01_18,R
2017,181,18,114,2017_05_29_114_10_01_18,R
2017,182,18,114,2017_05_29_114_10_01_18,R
2017,183,18,114,2017_05_29_114_10_01_18,R
2017,184,18,114,2017_05_29_114_10_01_18,R
2017,184,18,114,2017_05_29_114_10_01_18,R
2017,185,18,114,2017_05_29_114_10_01_18,R
2017,185,18,114,2017_05_29_114_10_01_18,R
2017,186,18,114,2017_05_29_114_10_01_18,R
2017,187,18,114,2017_05_29_114_10_01_18,R
2017,187,18,114,2017_05_29_114_10_01_18,R
2017,188,18,114,2017_05_29_114_10_01_18,R
2017,188,18,114,2017_05_29_114_10_01_18,R
2017,188,18,114,2017_05_29_114_10_01_18,R
2017,188,18,114,2017_05_29_114_10_01_18,R
2017,189,18,114,2017_05_29_114_10_01_18,R
2017,189,18,114,2017_05_29_114_10_01_18,R
2017,190,18,114,2017_05_29_114_10_01_18,R
2017,191,18,114,2017_05_29_114_10_01_18,R
2017,192,18,114,2017_05_29_114_10_01_18,R
2017,192,18,114,2017_05_29_114_10_01_18,R
2017,193,18,114,2017_05_29_114_10_01_18,R
2017,196,18,114,2017_05_29_114_10_01_18,R
2017,197,18,114,2017_05_29_114_10_01_18,R
2017,200,18,114,2017_05_29_114_10_01_18,R
2017,201,18,114,2017_05_29_114_10_01_18,R
2017,202,18,114,2017_05_29_114_10_01_18,R
2017,204,18,114,2017_05_29_114_10_01_18,R
