data year,full lengths,group_id,site_code,Full_ID,Mode
2017,208,4,52,2017_05_29_052_14_01_04,R
2017,210,4,52,2017_05_29_052_14_01_04,R
2017,215,4,52,2017_05_29_052_14_01_04,R
2017,216,4,52,2017_05_29_052_14_01_04,R
2017,223,4,52,2017_05_29_052_14_01_04,R
2017,195,5,52,2017_05_29_052_14_01_05,R
2017,200,5,52,2017_05_29_052_14_01_05,R
2017,201,5,52,2017_05_29_052_14_01_05,R
2017,203,5,52,2017_05_29_052_14_01_05,R
2017,204,5,52,2017_05_29_052_14_01_05,R
2017,204,5,52,2017_05_29_052_14_01_05,R
2017,205,5,52,2017_05_29_052_14_01_05,R
2017,205,5,52,2017_05_29_052_14_01_05,R
2017,205,5,52,2017_05_29_052_14_01_05,R
2017,205,5,52,2017_05_29_052_14_01_05,R
2017,208,5,52,2017_05_29_052_14_01_05,R
2017,214,5,52,2017_05_29_052_14_01_05,R
2017,214,5,52,2017_05_29_052_14_01_05,R
2017,214,5,52,2017_05_29_052_14_01_05,R
2017,216,5,52,2017_05_29_052_14_01_05,R
2017,216,5,52,2017_05_29_052_14_01_05,R
2017,217,5,52,2017_05_29_052_14_01_05,R
2017,220,5,52,2017_05_29_052_14_01_05,R
2017,190,6,52,2017_05_29_052_14_01_06,R
2017,201,6,52,2017_05_29_052_14_01_06,R
2017,201,6,52,2017_05_29_052_14_01_06,R
2017,202,6,52,2017_05_29_052_14_01_06,R
2017,202,6,52,2017_05_29_052_14_01_06,R
2017,204,6,52,2017_05_29_052_14_01_06,R
2017,202,7,52,2017_05_29_052_14_01_07,R
2017,204,7,52,2017_05_29_052_14_01_07,R
2017,207,7,52,2017_05_29_052_14_01_07,R
2017,215,7,52,2017_05_29_052_14_01_07,R
2017,226,7,52,2017_05_29_052_14_01_07,R
2017,203,8,52,2017_05_29_052_14_01_08,R
2017,204,8,52,2017_05_29_052_14_01_08,R
2017,208,8,52,2017_05_29_052_14_01_08,R
2017,209,8,52,2017_05_29_052_14_01_08,R
2017,210,8,52,2017_05_29_052_14_01_08,R
2017,213,8,52,2017_05_29_052_14_01_08,R
2017,213,8,52,2017_05_29_052_14_01_08,R
2017,231,8,52,2017_05_29_052_14_01_08,R
2017,229,8,52,2017_05_29_052_14_01_08,R
2017,199,9,52,2017_05_29_052_14_01_09,R
2017,202,9,52,2017_05_29_052_14_01_09,R
2017,203,9,52,2017_05_29_052_14_01_09,R
2017,203,9,52,2017_05_29_052_14_01_09,R
2017,204,9,52,2017_05_29_052_14_01_09,R
2017,219,9,52,2017_05_29_052_14_01_09,R
2017,186,10,52,2017_05_29_052_14_01_10,R
2017,189,10,52,2017_05_29_052_14_01_10,R
2017,191,10,52,2017_05_29_052_14_01_10,R
2017,192,10,52,2017_05_29_052_14_01_10,R
2017,202,10,52,2017_05_29_052_14_01_10,R
2017,205,10,52,2017_05_29_052_14_01_10,R
2017,206,10,52,2017_05_29_052_14_01_10,R
2017,211,10,52,2017_05_29_052_14_01_10,R
2017,217,10,52,2017_05_29_052_14_01_10,R
2017,194,11,52,2017_05_29_052_14_01_11,R
2017,201,11,52,2017_05_29_052_14_01_11,R
2017,229,11,52,2017_05_29_052_14_01_11,R
2017,194,12,52,2017_05_29_052_14_01_12,R
2017,198,12,52,2017_05_29_052_14_01_12,R
2017,203,12,52,2017_05_29_052_14_01_12,R
2017,196,1,52,2017_06_25_052_32_01_01,R
2017,199,1,52,2017_06_25_052_32_01_01,R
2017,210,1,52,2017_06_25_052_32_01_01,R
2017,189,2,52,2017_06_25_052_32_01_02,R
2017,196,2,52,2017_06_25_052_32_01_02,R
2017,207,2,52,2017_06_25_052_32_01_02,R
2017,202,3,52,2017_06_25_052_32_01_03,R
2017,205,3,52,2017_06_25_052_32_01_03,R
2017,205,3,52,2017_06_25_052_32_01_03,R
2017,208,3,52,2017_06_25_052_32_01_03,R
2017,211,3,52,2017_06_25_052_32_01_03,R
2017,222,3,52,2017_06_25_052_32_01_03,R
2017,224,3,52,2017_06_25_052_32_01_03,R
2017,235,3,52,2017_06_25_052_32_01_03,R
2017,190,4,52,2017_06_25_052_32_01_04,R
2017,197,4,52,2017_06_25_052_32_01_04,R
2017,207,4,52,2017_06_25_052_32_01_04,R
2017,200,5,52,2017_06_25_052_32_01_05,R
2017,207,5,52,2017_06_25_052_32_01_05,R
2017,208,5,52,2017_06_25_052_32_01_05,R
2017,210,5,52,2017_06_25_052_32_01_05,R
2017,210,5,52,2017_06_25_052_32_01_05,R
2017,210,5,52,2017_06_25_052_32_01_05,R
2017,214,5,52,2017_06_25_052_32_01_05,R
2017,215,5,52,2017_06_25_052_32_01_05,R
2017,215,5,52,2017_06_25_052_32_01_05,R
2017,225,5,52,2017_06_25_052_32_01_05,R
2017,227,5,52,2017_06_25_052_32_01_05,R
2017,204,6,52,2017_06_25_052_32_01_06,R
2017,204,6,52,2017_06_25_052_32_01_06,R
2017,219,6,52,2017_06_25_052_32_01_06,R
2017,197,7,52,2017_06_25_052_32_01_07,R
2017,197,7,52,2017_06_25_052_32_01_07,R
2017,208,7,52,2017_06_25_052_32_01_07,R
2017,215,7,52,2017_06_25_052_32_01_07,R
2017,219,7,52,2017_06_25_052_32_01_07,R
2017,219,7,52,2017_06_25_052_32_01_07,R
2017,207,8,52,2017_06_25_052_32_01_08,R
2017,214,8,52,2017_06_25_052_32_01_08,R
2017,218,8,52,2017_06_25_052_32_01_08,R
2017,189,9,52,2017_06_25_052_32_01_09,R
2017,192,9,52,2017_06_25_052_32_01_09,R
2017,192,9,52,2017_06_25_052_32_01_09,R
2017,200,9,52,2017_06_25_052_32_01_09,R
2017,208,9,52,2017_06_25_052_32_01_09,R
2017,215,9,52,2017_06_25_052_32_01_09,R
2017,198,10,52,2017_06_25_052_32_01_10,R
2017,199,10,52,2017_06_25_052_32_01_10,R
2017,200,10,52,2017_06_25_052_32_01_10,R
2017,200,10,52,2017_06_25_052_32_01_10,R
2017,215,10,52,2017_06_25_052_32_01_10,R
2017,222,10,52,2017_06_25_052_32_01_10,R
2017,201,11,52,2017_06_25_052_32_01_11,R
2017,205,11,52,2017_06_25_052_32_01_11,R
2017,211,11,52,2017_06_25_052_32_01_11,R
2017,196,12,52,2017_06_25_052_32_01_12,R
2017,202,12,52,2017_06_25_052_32_01_12,R
2017,204,12,52,2017_06_25_052_32_01_12,R
2017,226,12,52,2017_06_25_052_32_01_12,R
2017,188,13,52,2017_06_25_052_32_01_13,R
2017,207,13,52,2017_06_25_052_32_01_13,R
2017,215,13,52,2017_06_25_052_32_01_13,R
2017,206,1,52,2017_06_26_052_33_01_01,R
2017,206,1,52,2017_06_26_052_33_01_01,R
2017,220,1,52,2017_06_26_052_33_01_01,R
2017,181,2,52,2017_06_26_052_33_01_02,R
2017,192,2,52,2017_06_26_052_33_01_02,R
2017,194,2,52,2017_06_26_052_33_01_02,R
2017,195,2,52,2017_06_26_052_33_01_02,R
2017,195,2,52,2017_06_26_052_33_01_02,R
2017,196,2,52,2017_06_26_052_33_01_02,R
2017,198,2,52,2017_06_26_052_33_01_02,R
2017,206,2,52,2017_06_26_052_33_01_02,R
2017,206,2,52,2017_06_26_052_33_01_02,R
2017,215,2,52,2017_06_26_052_33_01_02,R
2017,223,2,52,2017_06_26_052_33_01_02,R
2017,207,3,52,2017_06_26_052_33_01_03,R
2017,211,3,52,2017_06_26_052_33_01_03,R
2017,217,3,52,2017_06_26_052_33_01_03,R
2017,222,4,52,2017_06_26_052_33_01_04,R
2017,223,4,52,2017_06_26_052_33_01_04,R
2017,223,4,52,2017_06_26_052_33_01_04,R
2017,223,4,52,2017_06_26_052_33_01_04,R
2017,228,4,52,2017_06_26_052_33_01_04,R
2017,228,4,52,2017_06_26_052_33_01_04,R
2017,195,5,52,2017_06_26_052_33_01_05,R
2017,195,5,52,2017_06_26_052_33_01_05,R
2017,202,5,52,2017_06_26_052_33_01_05,R
2017,202,5,52,2017_06_26_052_33_01_05,R
2017,206,5,52,2017_06_26_052_33_01_05,R
2017,215,5,52,2017_06_26_052_33_01_05,R
2017,218,5,52,2017_06_26_052_33_01_05,R
2017,205,6,52,2017_06_26_052_33_01_06,R
2017,206,6,52,2017_06_26_052_33_01_06,R
2017,210,6,52,2017_06_26_052_33_01_06,R
2017,222,6,52,2017_06_26_052_33_01_06,R
2017,225,6,52,2017_06_26_052_33_01_06,R
2017,208,7,52,2017_06_26_052_33_01_07,R
2017,210,7,52,2017_06_26_052_33_01_07,R
2017,222,7,52,2017_06_26_052_33_01_07,R
2017,196,8,52,2017_06_26_052_33_01_08,R
2017,208,8,52,2017_06_26_052_33_01_08,R
2017,209,8,52,2017_06_26_052_33_01_08,R
2017,214,8,52,2017_06_26_052_33_01_08,R
2017,222,8,52,2017_06_26_052_33_01_08,R
2017,207,9,52,2017_06_26_052_33_01_09,R
2017,214,9,52,2017_06_26_052_33_01_09,R
2017,222,9,52,2017_06_26_052_33_01_09,R
2017,187,10,52,2017_06_26_052_33_01_10,R
2017,195,10,52,2017_06_26_052_33_01_10,R
2017,200,10,52,2017_06_26_052_33_01_10,R
2017,209,10,52,2017_06_26_052_33_01_10,R
2017,209,10,52,2017_06_26_052_33_01_10,R
2017,230,10,52,2017_06_26_052_33_01_10,R
2017,207,11,52,2017_06_26_052_33_01_11,R
2017,211,11,52,2017_06_26_052_33_01_11,R
2017,215,11,52,2017_06_26_052_33_01_11,R
2017,199,12,52,2017_06_26_052_33_01_12,R
2017,200,12,52,2017_06_26_052_33_01_12,R
2017,200,12,52,2017_06_26_052_33_01_12,R
2017,205,12,52,2017_06_26_052_33_01_12,R
2017,207,12,52,2017_06_26_052_33_01_12,R
2017,216,12,52,2017_06_26_052_33_01_12,R
2017,186,13,52,2017_06_26_052_33_01_13,R
2017,188,13,52,2017_06_26_052_33_01_13,R
2017,194,13,52,2017_06_26_052_33_01_13,R
2017,195,13,52,2017_06_26_052_33_01_13,R
2017,196,13,52,2017_06_26_052_33_01_13,R
2017,197,13,52,2017_06_26_052_33_01_13,R
2017,211,13,52,2017_06_26_052_33_01_13,R
2017,213,13,52,2017_06_26_052_33_01_13,R
2017,217,13,52,2017_06_26_052_33_01_13,R
2017,186,14,52,2017_06_26_052_33_01_14,R
2017,199,14,52,2017_06_26_052_33_01_14,R
2017,201,14,52,2017_06_26_052_33_01_14,R
2017,205,14,52,2017_06_26_052_33_01_14,R
2017,206,14,52,2017_06_26_052_33_01_14,R
2017,208,14,52,2017_06_26_052_33_01_14,R
2017,213,14,52,2017_06_26_052_33_01_14,R
2017,220,14,52,2017_06_26_052_33_01_14,R
2017,224,14,52,2017_06_26_052_33_01_14,R
2017,196,15,52,2017_06_26_052_33_01_15,R
2017,199,15,52,2017_06_26_052_33_01_15,R
2017,202,15,52,2017_06_26_052_33_01_15,R
2017,204,15,52,2017_06_26_052_33_01_15,R
2017,205,15,52,2017_06_26_052_33_01_15,R
2017,213,15,52,2017_06_26_052_33_01_15,R
2017,213,15,52,2017_06_26_052_33_01_15,R
2017,213,15,52,2017_06_26_052_33_01_15,R
2017,177,1,78,2017_05_28_078_17_01_01,R
2017,193,1,78,2017_05_28_078_17_01_01,R
2017,191,1,78,2017_05_28_078_17_01_01,R
2017,197,2,78,2017_05_28_078_17_01_02,R/D
2017,204,2,78,2017_05_28_078_17_01_02,R/D
2017,205,2,78,2017_05_28_078_17_01_02,R/D
2017,210,2,78,2017_05_28_078_17_01_02,R/D
2017,210,2,78,2017_05_28_078_17_01_02,R/D
2017,217,2,78,2017_05_28_078_17_01_02,R/D
2017,192,3,78,2017_05_28_078_17_01_03,R
2017,207,3,78,2017_05_28_078_17_01_03,R
2017,213,3,78,2017_05_28_078_17_01_03,R
2017,195,4,78,2017_05_28_078_17_01_04,D
2017,198,4,78,2017_05_28_078_17_01_04,D
2017,199,4,78,2017_05_28_078_17_01_04,D
2017,199,4,78,2017_05_28_078_17_01_04,D
2017,224,4,78,2017_05_28_078_17_01_04,D
2017,224,4,78,2017_05_28_078_17_01_04,D
2017,189,5,78,2017_05_28_078_17_01_05,R
2017,192,5,78,2017_05_28_078_17_01_05,R
2017,196,5,78,2017_05_28_078_17_01_05,R
2017,196,5,78,2017_05_28_078_17_01_05,R
2017,197,5,78,2017_05_28_078_17_01_05,R
2017,199,5,78,2017_05_28_078_17_01_05,R
2017,199,5,78,2017_05_28_078_17_01_05,R
2017,201,5,78,2017_05_28_078_17_01_05,R
2017,203,5,78,2017_05_28_078_17_01_05,R
2017,206,5,78,2017_05_28_078_17_01_05,R
2017,210,5,78,2017_05_28_078_17_01_05,R
2017,210,5,78,2017_05_28_078_17_01_05,R
2017,213,5,78,2017_05_28_078_17_01_05,R
2017,215,5,78,2017_05_28_078_17_01_05,R
2017,231,5,78,2017_05_28_078_17_01_05,R
2017,195,6,78,2017_05_28_078_17_01_06,D
2017,200,6,78,2017_05_28_078_17_01_06,D
2017,201,6,78,2017_05_28_078_17_01_06,D
2017,209,6,78,2017_05_28_078_17_01_06,D
2017,218,6,78,2017_05_28_078_17_01_06,D
2017,228,6,78,2017_05_28_078_17_01_06,D
2017,194,7,78,2017_05_28_078_17_01_07,D
2017,200,7,78,2017_05_28_078_17_01_07,D
2017,204,7,78,2017_05_28_078_17_01_07,D
2017,195,8,78,2017_05_28_078_17_01_08,D
2017,195,8,78,2017_05_28_078_17_01_08,D
2017,200,8,78,2017_05_28_078_17_01_08,D
2017,205,8,78,2017_05_28_078_17_01_08,D
2017,208,8,78,2017_05_28_078_17_01_08,D
2017,210,8,78,2017_05_28_078_17_01_08,D
2017,195,9,78,2017_05_28_078_17_01_09,R
2017,200,9,78,2017_05_28_078_17_01_09,R
2017,205,9,78,2017_05_28_078_17_01_09,R
2017,202,10,78,2017_05_28_078_17_01_10,R
2017,185,11,78,2017_05_28_078_17_01_11,R
2017,205,11,78,2017_05_28_078_17_01_11,R
2017,213,11,78,2017_05_28_078_17_01_11,R
2017,195,12,78,2017_05_28_078_17_01_12,R
2017,196,12,78,2017_05_28_078_17_01_12,R
2017,197,12,78,2017_05_28_078_17_01_12,R
2017,200,12,78,2017_05_28_078_17_01_12,R
2017,203,12,78,2017_05_28_078_17_01_12,R
2017,203,12,78,2017_05_28_078_17_01_12,R
2017,203,12,78,2017_05_28_078_17_01_12,R
2017,203,12,78,2017_05_28_078_17_01_12,R
2017,204,12,78,2017_05_28_078_17_01_12,R
2017,206,12,78,2017_05_28_078_17_01_12,R
2017,207,12,78,2017_05_28_078_17_01_12,R
2017,210,12,78,2017_05_28_078_17_01_12,R
2017,211,12,78,2017_05_28_078_17_01_12,R
2017,211,12,78,2017_05_28_078_17_01_12,R
2017,232,12,78,2017_05_28_078_17_01_12,R
2017,199,13,78,2017_05_28_078_17_01_13,R
2017,205,13,78,2017_05_28_078_17_01_13,R
2017,215,13,78,2017_05_28_078_17_01_13,R
2017,199,14,78,2017_05_28_078_17_01_14,R
2017,200,14,78,2017_05_28_078_17_01_14,R
2017,206,14,78,2017_05_28_078_17_01_14,R
2017,208,14,78,2017_05_28_078_17_01_14,R
2017,213,14,78,2017_05_28_078_17_01_14,R
2017,214,14,78,2017_05_28_078_17_01_14,R
2017,219,14,78,2017_05_28_078_17_01_14,R
2017,219,14,78,2017_05_28_078_17_01_14,R
2017,232,14,78,2017_05_28_078_17_01_14,R
2017,277,14,78,2017_05_28_078_17_01_14,R
2017,196,15,78,2017_05_28_078_17_01_15,R
2017,201,15,78,2017_05_28_078_17_01_15,R
2017,186,16,78,2017_05_28_078_17_01_16,R
2017,187,16,78,2017_05_28_078_17_01_16,R
2017,187,16,78,2017_05_28_078_17_01_16,R
2017,194,16,78,2017_05_28_078_17_01_16,R
2017,194,16,78,2017_05_28_078_17_01_16,R
2017,195,16,78,2017_05_28_078_17_01_16,R
2017,207,16,78,2017_05_28_078_17_01_16,R
2017,212,16,78,2017_05_28_078_17_01_16,R
2017,213,16,78,2017_05_28_078_17_01_16,R
2017,192,17,78,2017_05_28_078_17_01_17,R
2017,194,17,78,2017_05_28_078_17_01_17,R
2017,198,17,78,2017_05_28_078_17_01_17,R
2017,199,17,78,2017_05_28_078_17_01_17,R
2017,200,17,78,2017_05_28_078_17_01_17,R
2017,204,17,78,2017_05_28_078_17_01_17,R
2017,192,18,78,2017_05_28_078_17_01_18,R
2017,204,18,78,2017_05_28_078_17_01_18,R
2017,204,18,78,2017_05_28_078_17_01_18,R
2017,208,18,78,2017_05_28_078_17_01_18,R
2017,209,18,78,2017_05_28_078_17_01_18,R
2017,220,18,78,2017_05_28_078_17_01_18,R
2017,200,19,78,2017_05_28_078_17_01_19,D
2017,205,19,78,2017_05_28_078_17_01_19,D
2017,210,19,78,2017_05_28_078_17_01_19,D
2017,213,19,78,2017_05_28_078_17_01_19,D
2017,214,19,78,2017_05_28_078_17_01_19,D
2017,220,19,78,2017_05_28_078_17_01_19,D
2017,194,20,78,2017_05_28_078_17_01_20,R
2017,197,20,78,2017_05_28_078_17_01_20,R
2017,211,20,78,2017_05_28_078_17_01_20,R
2017,218,20,78,2017_05_28_078_17_01_20,R
2017,180,21,78,2017_05_28_078_17_01_21,R
2017,186,21,78,2017_05_28_078_17_01_21,R
2017,190,21,78,2017_05_28_078_17_01_21,R
2017,193,21,78,2017_05_28_078_17_01_21,R
2017,194,21,78,2017_05_28_078_17_01_21,R
2017,201,21,78,2017_05_28_078_17_01_21,R
2017,212,21,78,2017_05_28_078_17_01_21,R
2017,214,21,78,2017_05_28_078_17_01_21,R
2017,221,21,78,2017_05_28_078_17_01_21,R
2017,190,22,78,2017_05_28_078_17_01_22,R
2017,197,22,78,2017_05_28_078_17_01_22,R
2017,198,22,78,2017_05_28_078_17_01_22,R
2017,201,22,78,2017_05_28_078_17_01_22,R
2017,204,22,78,2017_05_28_078_17_01_22,R
2017,206,22,78,2017_05_28_078_17_01_22,R
2017,207,22,78,2017_05_28_078_17_01_22,R
2017,214,22,78,2017_05_28_078_17_01_22,R
2017,215,22,78,2017_05_28_078_17_01_22,R
2017,218,22,78,2017_05_28_078_17_01_22,R
